TX Hash,TX Index,Block Number,Gas Used,Timestamp,Pool address,Token 0,Token 1
0x354249a382755ca6c31e93c40d054322f8bab1a252748028a93f0c108ebc6380,3,126855517,4321936,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0x354249a382755ca6c31e93c40d054322f8bab1a252748028a93f0c108ebc6380,3,126855517,4321936,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0x354249a382755ca6c31e93c40d054322f8bab1a252748028a93f0c108ebc6380,3,126855517,4321936,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xb5d3f297eec807e8e53a0efcf310d6a2d81283b20d70664499a7345ec74ce12e,1,126855525,4247178,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xfba2e111e7bed7c272c2a7cec8116d3c183af46b73b3de3b9d52a63830319909,1,126855533,3857370,0,0xe23955d827f946822011d0fd1b86de2aab7b3527,0x0b257fe969d8782fAcb4ec790682C1d4d3dF1551,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0x6ec8d62c5fc2ba4cdb453593f3f750a4121cbf5a5bd207da47fb802c6dc81fcf,1,126855536,991780,0,0xfb1f708732ec2e1ab30421691add2717eb1f87a5,0xEba7A0718868553738a0d54fE650f5cBc04C2B00,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0x434bf020e80f3b5a7eef40aad491aa6cff123bdac1696b4b4740eb90e82051a6,2,126855622,702433,0,0x4832e0a194281d1ffe464c654e4e938f642dd362,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x912CE59144191C1204E64559FE8253a0e49E6548
0x0be0f2bd12e5a6c98bf18b9eb7ad55f9665c77a6612dc90e80435d38c9f1badb,1,126855637,1161645,0,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8
0x0be0f2bd12e5a6c98bf18b9eb7ad55f9665c77a6612dc90e80435d38c9f1badb,1,126855637,1161645,0,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8
0x0be0f2bd12e5a6c98bf18b9eb7ad55f9665c77a6612dc90e80435d38c9f1badb,1,126855637,1161645,0,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8
0x80ecac77633ac2518d3acbf89af039346a4a8ebdb878412c26ab0bb5c366de6d,1,126855718,952214,0,0x97b192198d164c2a1834295e302b713bc32c8f1d,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0x80ecac77633ac2518d3acbf89af039346a4a8ebdb878412c26ab0bb5c366de6d,1,126855718,952214,0,0x97b192198d164c2a1834295e302b713bc32c8f1d,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0xa6c2ceb6b44b65f7c7235d202f2febeb003e4014710f349301b94532858e9559,1,126855766,939061,0,0xfb1f708732ec2e1ab30421691add2717eb1f87a5,0xEba7A0718868553738a0d54fE650f5cBc04C2B00,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0xecab2f9a052f2719d8072035a46e2760e043a6a805048528d8e1e27d7702c3eb,1,126855825,543176,0,0xa495d7587301bd50d3439b5d9d9f4736a9544ce1,0x03666C75d97B50bE6D50C80C0e37DEda47715444,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0xc8610a1deb54f6240fca51ee595fa7a533b8d0a2033b265ef2a86041970988ca,1,126855880,1095841,0,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8
0xc8610a1deb54f6240fca51ee595fa7a533b8d0a2033b265ef2a86041970988ca,1,126855880,1095841,0,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8
0xc8610a1deb54f6240fca51ee595fa7a533b8d0a2033b265ef2a86041970988ca,1,126855880,1095841,0,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8
0x958194a760e304fafa1b76e5b54bb6c5f97286501cb696f232daa69cbb312d5b,1,126855911,739207,0,0xbf5f8f77f02aa1dd7f38e8302845be53348fd6a3,0x446728908B7472045Ecb6baFBA97fa07EE75B626,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xf9dc3e718dd0ead758d29fdfea718b2c22944aba712dda7a2190294bb49ebe3f,1,126855916,3276623,0,0x1e5b183b589a1d30ae5f6fdb8436f945989828ca,0x93b346b6BC2548dA6A1E7d98E9a421B42541425b,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8
0x197e7c7f302373c733cdab407daa488a36dcb2130767722a75700aa7434ebc68,1,126855921,990041,0,0x5f6b6c3eec0126a4f3c57d68ca491ac95b149556,0x580E933D90091b9cE380740E3a4A39c67eB85B4c,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8
0xcdae32312abad623b744b6e79f6085c6679eb7b7d1c7965cec269dbbc2df18d5,1,126855975,873444,0,0x9ac09266b68a8fea081c232e54fa31526e740570,0x3082CC23568eA640225c2467653dB90e9250AaA0,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xdff7814e90b82cd282181617c61f7db1fd430e07a0fc496de19f38535884e00a,1,126855996,943290,0,0xfb1f708732ec2e1ab30421691add2717eb1f87a5,0xEba7A0718868553738a0d54fE650f5cBc04C2B00,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0x1c32cba0d4b42883ae652635f504f5cc7ceb5c38fd0c0ad62bf713354fd43c58,1,126856029,1245565,0,0xc11cff8a44853a5b3f24a7f4b817e6e64fbeba2a,0xB64E280e9D1B5DbEc4AcceDb2257A87b400DB149,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0xcb6e52265a829f3040d6f6f2bd8bd8e1f7dce7b42d38d9545bc1bb7c8c5e8290,1,126856049,936363,0,0xfb1f708732ec2e1ab30421691add2717eb1f87a5,0xEba7A0718868553738a0d54fE650f5cBc04C2B00,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0x7588f8e03f70a961ee13181af1035c4e0cf6ad45dc43933d7330a3bd1a2d1e80,1,126856065,951141,0,0xfb1f708732ec2e1ab30421691add2717eb1f87a5,0xEba7A0718868553738a0d54fE650f5cBc04C2B00,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0xc27afbccfb499d622f004c9db9e162c6fe9b77a76839b06828840cabe91a7489,1,126856139,870296,0,0x4bd82226469519cb9336303ba2de3897d7ec2a15,0x371c7ec6D8039ff7933a2AA28EB827Ffe1F52f07,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
0xd0edbec7032ec5eaa63ad2f871e893f517ed875f85e3b2d731f7b619480dcf32,2,126856139,1392559,0,0xfb1f708732ec2e1ab30421691add2717eb1f87a5,0xEba7A0718868553738a0d54fE650f5cBc04C2B00,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0xb41cb393efff8ed644afd1278076feb16db9710d3efd99bfcfbce21b188b8501,2,126856170,872618,0,0xfb1f708732ec2e1ab30421691add2717eb1f87a5,0xEba7A0718868553738a0d54fE650f5cBc04C2B00,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0x10cebda00fba6dc2baf58ac184bcbd6881a18fcc798339186be5154765dfc92e,1,126856197,1195971,0,0x9fa7314525d5c706213468220c7c9820cfe629cb,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1
0x10cebda00fba6dc2baf58ac184bcbd6881a18fcc798339186be5154765dfc92e,1,126856197,1195971,0,0x9fa7314525d5c706213468220c7c9820cfe629cb,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1
0x10cebda00fba6dc2baf58ac184bcbd6881a18fcc798339186be5154765dfc92e,1,126856197,1195971,0,0x9fa7314525d5c706213468220c7c9820cfe629cb,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1
0x10cebda00fba6dc2baf58ac184bcbd6881a18fcc798339186be5154765dfc92e,1,126856197,1195971,0,0x9fa7314525d5c706213468220c7c9820cfe629cb,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1
0xa6403d610b1c2758950f82b7d273dc8b23d52425cce32533fd35d5cfcea7f451,1,126856277,858847,0,0xfb1f708732ec2e1ab30421691add2717eb1f87a5,0xEba7A0718868553738a0d54fE650f5cBc04C2B00,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
0x7409ed1bda267e1a464dd78e0cfddcfd2d242ecf033f1ae46031fed132f96673,1,126856284,1220964,0,0xfb1f708732ec2e1ab30421691add2717eb1f87a5,0xEba7A0718868553738a0d54fE650f5cBc04C2B00,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9
